name,arm,distance,cue,measure,lens,layer,rank
Elias,direct,20,passive,tracer,logit,18,12278
Elias,direct,20,passive,tracer,jlens,19,5863
Elias,direct,20,passive,tracer,logit,19,8222
Elias,direct,20,passive,tracer,jlens,20,5154
Elias,direct,20,passive,tracer,logit,20,8443
Elias,direct,20,passive,tracer,jlens,21,5043
Elias,direct,20,passive,tracer,logit,21,5641
Elias,direct,20,passive,tracer,jlens,22,13888
Elias,direct,20,passive,tracer,logit,22,9824
Elias,direct,20,passive,tracer,jlens,23,4170
Elias,direct,20,passive,tracer,logit,23,4942
Elias,direct,20,passive,tracer,jlens,24,802
Elias,direct,20,passive,tracer,logit,24,1925
Elias,direct,20,passive,tracer,jlens,25,1576
Elias,direct,20,passive,tracer,logit,25,5609
Elias,direct,20,passive,tracer,jlens,26,2951
Elias,direct,20,passive,tracer,logit,26,4873
Elias,direct,30,cue_b,trait,jlens,13,409
Elias,direct,30,cue_b,trait,logit,13,9471
Elias,direct,30,cue_b,trait,jlens,14,535
Elias,direct,30,cue_b,trait,logit,14,3874
Elias,direct,30,cue_b,trait,jlens,15,623
Elias,direct,30,cue_b,trait,logit,15,1757
Elias,direct,30,cue_b,trait,jlens,16,501
Elias,direct,30,cue_b,trait,logit,16,791
Elias,direct,30,cue_b,trait,jlens,17,215
Elias,direct,30,cue_b,trait,logit,17,172
Elias,direct,30,cue_b,trait,jlens,18,372
Elias,direct,30,cue_b,trait,logit,18,106
Elias,direct,30,cue_b,trait,jlens,19,169
Elias,direct,30,cue_b,trait,logit,19,93
Elias,direct,30,cue_b,trait,jlens,20,167
Elias,direct,30,cue_b,trait,logit,20,28
Elias,direct,30,cue_b,trait,jlens,21,78
Elias,direct,30,cue_b,trait,logit,21,31
Elias,direct,30,cue_b,trait,jlens,22,128
Elias,direct,30,cue_b,trait,logit,22,70
Elias,direct,30,cue_b,trait,jlens,23,9
Elias,direct,30,cue_b,trait,logit,23,6
Elias,direct,30,cue_b,trait,jlens,24,5
Elias,direct,30,cue_b,trait,logit,24,3
Elias,direct,30,cue_b,trait,jlens,25,5
Elias,direct,30,cue_b,trait,logit,25,3
Elias,direct,30,cue_b,trait,jlens,26,1
Elias,direct,30,cue_b,trait,logit,26,1
Elias,direct,30,cue_b,adj,jlens,13,2691
Elias,direct,30,cue_b,adj,logit,13,13488
Elias,direct,30,cue_b,adj,jlens,14,3624
Elias,direct,30,cue_b,adj,logit,14,3874
Elias,direct,30,cue_b,adj,jlens,15,4185
Elias,direct,30,cue_b,adj,logit,15,4900
Elias,direct,30,cue_b,adj,jlens,16,3189
Elias,direct,30,cue_b,adj,logit,16,818
Elias,direct,30,cue_b,adj,jlens,17,551
Elias,direct,30,cue_b,adj,logit,17,172
Elias,direct,30,cue_b,adj,jlens,18,517
Elias,direct,30,cue_b,adj,logit,18,106
Elias,direct,30,cue_b,adj,jlens,19,207
Elias,direct,30,cue_b,adj,logit,19,93
Elias,direct,30,cue_b,adj,jlens,20,167
Elias,direct,30,cue_b,adj,logit,20,28
Elias,direct,30,cue_b,adj,jlens,21,78
Elias,direct,30,cue_b,adj,logit,21,31
Elias,direct,30,cue_b,adj,jlens,22,128
Elias,direct,30,cue_b,adj,logit,22,70
Elias,direct,30,cue_b,adj,jlens,23,9
Elias,direct,30,cue_b,adj,logit,23,6
Elias,direct,30,cue_b,adj,jlens,24,5
